pH,N,P,K,Rainfall,crop
6.9,466.6,8.8,372.6,1302.9,groundnut
6.8,443.1,14.0,335.8,1302.9,groundnut
7.1,450.0,10.0,361.3,1302.9,groundnut
6.4,500.2,17.5,329.6,1302.9,groundnut
6.6,434.8,11.7,262.0,1302.9,groundnut
7.1,484.9,17.6,251.6,1302.9,groundnut
6.5,505.3,16.1,291.6,1302.9,groundnut
7.1,524.5,17.4,328.5,1302.9,groundnut
6.6,435.5,16.5,301.5,1302.9,groundnut
6.5,507.5,11.4,352.1,1302.9,groundnut
6.7,458.9,14.6,250.8,1302.9,groundnut
6.4,519.5,13.3,343.1,1302.9,groundnut
6.8,502.3,8.6,341.9,1302.9,groundnut
6.6,465.6,11.6,310.1,1302.9,groundnut
6.5,457.7,10.8,321.2,1302.9,groundnut
6.4,479.8,8.5,283.2,1302.9,groundnut
6.8,479.8,16.5,328.3,1302.9,groundnut
6.8,500.2,11.1,367.0,1302.9,groundnut
6.5,472.8,11.0,271.8,1302.9,groundnut
6.5,471.6,13.1,256.3,1302.9,groundnut
6.6,469.2,10.6,313.3,1302.9,groundnut
6.7,523.8,14.5,290.8,1302.9,groundnut
6.4,434.1,10.3,308.8,1302.9,groundnut
6.7,494.7,8.3,342.6,1302.9,groundnut
6.4,510.1,8.6,351.4,1302.9,groundnut
6.9,511.4,11.9,266.7,1302.9,groundnut
6.3,434.8,9.2,317.8,1302.9,groundnut
7.2,491.0,17.0,370.8,1302.9,groundnut
6.5,457.1,17.4,268.2,1302.9,groundnut
6.4,464.7,12.6,369.1,1302.9,groundnut
6.9,437.1,11.7,306.5,1302.9,groundnut
7.0,516.7,13.3,302.0,1302.9,groundnut
6.8,430.6,16.3,319.9,1302.9,groundnut
6.4,465.5,16.1,287.5,1302.9,groundnut
6.4,472.3,12.6,260.4,1302.9,groundnut
7.2,489.9,11.2,352.7,1302.9,groundnut
6.7,524.2,13.9,250.7,1302.9,groundnut
6.9,437.8,13.6,284.2,1302.9,groundnut
6.3,465.4,14.9,300.3,1302.9,groundnut
6.9,458.2,13.7,359.7,1302.9,groundnut
6.8,466.1,10.9,344.1,1302.9,groundnut
6.8,525.6,10.9,327.4,1302.9,groundnut
6.6,476.0,16.4,251.3,1302.9,groundnut
7.1,518.8,11.0,358.6,1302.9,groundnut
6.7,491.9,12.5,251.4,1302.9,groundnut
6.8,490.0,8.9,258.5,1302.9,groundnut
6.8,462.5,16.3,352.6,1302.9,groundnut
7.1,431.1,8.4,294.8,1302.9,groundnut
6.5,500.6,15.9,364.2,1302.9,groundnut
6.6,444.1,11.7,287.8,1302.9,groundnut
6.6,474.8,12.2,372.5,1302.9,groundnut
6.5,442.8,13.0,365.1,1302.9,groundnut
7.0,454.6,15.7,294.1,1302.9,groundnut
6.4,516.3,10.9,299.9,1302.9,groundnut
7.2,477.2,9.4,311.3,1302.9,groundnut
6.7,525.1,11.0,327.0,1302.9,groundnut
6.8,518.2,15.9,317.6,1302.9,groundnut
6.9,525.4,16.8,271.9,1302.9,groundnut
6.4,440.4,15.6,264.6,1302.9,groundnut
7.0,447.4,9.2,285.1,1302.9,groundnut
7.0,450.2,13.4,361.4,1302.9,groundnut
7.2,470.0,15.7,323.1,1302.9,groundnut
6.5,502.5,17.0,301.8,1302.9,groundnut
6.5,495.5,8.3,259.8,1302.9,groundnut
6.7,468.1,15.6,367.4,1302.9,groundnut
6.5,511.9,12.3,375.2,1302.9,groundnut
6.8,495.4,10.1,303.6,1302.9,groundnut
6.6,443.5,10.1,308.5,1302.9,groundnut
7.1,509.2,14.5,319.3,1302.9,groundnut
7.0,474.1,15.8,370.3,1302.9,groundnut
6.9,500.7,16.4,300.2,1302.9,groundnut
7.1,496.3,10.2,356.8,1302.9,groundnut
6.8,506.3,12.2,336.0,1302.9,groundnut
6.4,503.2,15.9,346.5,1302.9,groundnut
6.6,450.2,15.8,256.5,1302.9,groundnut
6.7,443.4,15.8,374.9,1302.9,groundnut
7.0,477.8,14.2,325.9,1302.9,groundnut
6.5,466.7,12.5,272.2,1302.9,groundnut
7.2,467.5,15.7,298.1,1302.9,groundnut
7.0,449.4,10.3,274.7,1302.9,groundnut
7.2,499.3,12.8,302.5,1302.9,groundnut
6.7,522.6,13.2,277.3,1302.9,groundnut
7.1,449.5,15.5,340.4,1302.9,groundnut
7.0,440.7,8.7,346.3,1302.9,groundnut
7.2,502.5,15.7,325.0,1302.9,groundnut
7.1,463.1,14.0,375.4,1302.9,groundnut
6.8,521.2,12.9,266.8,1302.9,groundnut
7.0,500.3,15.9,346.6,1302.9,groundnut
6.8,454.2,11.9,326.7,1302.9,groundnut
7.1,486.4,12.4,365.6,1302.9,groundnut
7.1,448.3,14.3,282.4,1302.9,groundnut
6.7,454.4,10.5,344.4,1302.9,groundnut
6.9,484.8,9.9,273.4,1302.9,groundnut
6.4,445.9,8.7,272.2,1302.9,groundnut
6.4,484.1,14.8,289.3,1302.9,groundnut
7.0,524.8,10.9,371.2,1302.9,groundnut
6.6,431.3,8.6,280.5,1302.9,groundnut
7.1,455.4,13.5,285.5,1302.9,groundnut
7.2,449.2,13.6,331.7,1302.9,groundnut
6.6,453.6,11.6,320.0,1302.9,groundnut
6.7,502.5,13.6,260.2,1302.9,groundnut
7.0,505.3,10.4,310.6,1302.9,groundnut
6.8,445.3,13.0,363.4,1302.9,groundnut
7.0,433.3,9.4,348.1,1302.9,groundnut
6.6,439.7,12.3,291.6,1302.9,groundnut
6.8,464.4,15.4,272.5,1302.9,groundnut
6.8,525.4,15.1,270.2,1302.9,groundnut
6.8,442.7,10.5,356.0,1302.9,groundnut
6.5,447.7,9.4,279.4,1302.9,groundnut
6.7,434.1,15.0,254.1,1302.9,groundnut
6.8,442.0,12.4,344.5,1302.9,groundnut
7.0,431.5,14.4,319.6,1302.9,groundnut
7.0,436.6,9.3,373.0,1302.9,groundnut
6.5,479.9,17.5,341.5,1302.9,groundnut
7.2,443.4,10.1,371.8,1302.9,groundnut
7.1,518.9,16.6,310.2,1302.9,groundnut
6.7,486.7,10.1,270.5,1302.9,groundnut
6.5,501.1,16.2,259.9,1302.9,groundnut
6.5,494.0,15.4,331.0,1302.9,groundnut
6.9,463.0,15.4,361.5,1302.9,groundnut
6.9,521.5,11.0,370.2,1302.9,groundnut
6.9,478.6,9.8,354.2,1302.9,groundnut
7.0,484.5,13.5,257.4,1302.9,groundnut
6.5,466.0,10.2,301.5,1302.9,groundnut
6.7,451.8,12.1,363.7,1302.9,groundnut
7.1,458.2,13.8,294.6,1302.9,groundnut
7.1,516.1,14.1,368.7,1302.9,groundnut
7.1,463.3,14.9,270.3,1302.9,groundnut
6.7,479.9,12.1,348.9,1302.9,groundnut
6.9,497.0,10.9,264.3,1302.9,groundnut
6.4,494.0,13.0,357.9,1302.9,groundnut
6.5,496.9,12.8,289.6,1302.9,groundnut
6.9,489.8,10.7,255.8,1302.9,groundnut
6.8,443.1,11.5,279.0,1302.9,groundnut
6.4,471.8,15.6,331.1,1302.9,groundnut
7.2,450.9,17.3,296.4,1302.9,groundnut
6.6,500.2,10.2,342.3,1302.9,groundnut
6.5,451.8,11.5,292.5,1302.9,groundnut
7.1,485.5,16.7,260.2,1302.9,groundnut
6.7,512.0,11.8,351.3,1302.9,groundnut
6.7,507.0,14.2,348.6,1302.9,groundnut
7.0,467.7,14.1,324.8,1302.9,groundnut
6.8,482.7,17.2,290.7,1302.9,groundnut
6.8,467.8,17.6,265.5,1302.9,groundnut
6.4,523.7,17.1,288.2,1302.9,groundnut
6.9,461.3,16.0,293.4,1302.9,groundnut
6.5,476.4,9.8,366.9,1302.9,groundnut
6.5,435.3,8.6,253.4,1302.9,groundnut
6.5,473.8,8.6,330.2,1302.9,groundnut
7.2,438.0,9.7,341.8,1302.9,groundnut
7.1,450.7,16.4,279.6,1302.9,groundnut
6.4,435.2,9.3,347.8,1302.9,groundnut
6.5,434.0,13.2,349.0,1302.9,groundnut
7.1,480.9,16.5,365.7,1302.9,groundnut
6.5,463.0,10.1,281.6,1302.9,groundnut
6.8,501.9,10.0,312.5,1302.9,groundnut
7.2,488.7,8.6,267.6,1302.9,groundnut
6.8,433.2,8.9,349.6,1302.9,groundnut
6.4,494.4,17.5,260.4,1302.9,groundnut
7.1,487.8,10.5,257.6,1302.9,groundnut
7.0,437.4,17.2,278.4,1302.9,groundnut
6.5,501.9,11.3,303.8,1302.9,groundnut
7.0,522.2,15.5,374.1,1302.9,groundnut
6.5,506.7,11.0,267.3,1302.9,groundnut
6.4,480.5,17.0,348.2,1302.9,groundnut
6.4,493.9,8.4,291.6,1302.9,groundnut
6.5,434.8,14.1,362.3,1302.9,groundnut
6.3,438.5,8.9,334.6,1302.9,groundnut
6.3,452.8,11.5,261.8,1302.9,groundnut
6.8,437.8,12.3,341.4,1302.9,groundnut
6.9,503.8,10.0,358.7,1302.9,groundnut
7.1,503.8,11.8,278.4,1302.9,groundnut
7.2,505.1,12.4,300.7,1302.9,groundnut
7.0,445.0,13.0,301.3,1302.9,groundnut
6.8,436.2,14.2,305.3,1302.9,groundnut
7.0,493.3,15.1,332.8,1302.9,groundnut
7.1,525.6,9.8,289.6,1302.9,groundnut
7.0,480.9,8.9,267.7,1302.9,groundnut
6.6,507.2,11.2,354.2,1302.9,groundnut
7.0,524.3,16.9,341.7,1302.9,groundnut
7.2,439.6,17.1,275.7,1302.9,groundnut
6.6,499.8,14.0,285.5,1302.9,groundnut
6.3,512.3,11.1,348.0,1302.9,groundnut
6.6,492.7,8.7,306.2,1302.9,groundnut
6.4,466.5,14.2,341.2,1302.9,groundnut
6.6,446.2,11.9,278.2,1302.9,groundnut
7.2,494.4,10.1,258.9,1302.9,groundnut
7.1,481.2,9.1,294.8,1302.9,groundnut
7.2,491.6,10.0,297.6,1302.9,groundnut
7.0,453.8,15.4,310.4,1302.9,groundnut
6.6,522.7,11.1,252.3,1302.9,groundnut
6.3,521.3,9.0,304.3,1302.9,groundnut
7.1,491.0,14.1,299.1,1302.9,groundnut
6.7,452.7,9.2,371.2,1302.9,groundnut
6.7,488.4,9.2,350.4,1302.9,groundnut
6.6,490.2,8.6,370.3,1302.9,groundnut
6.5,434.5,12.9,371.9,1302.9,groundnut
6.6,503.6,11.1,360.7,1302.9,groundnut
7.0,509.9,10.2,351.6,1302.9,groundnut
7.0,517.2,10.6,313.9,1302.9,groundnut
6.8,445.9,9.6,332.6,1302.9,groundnut
7.0,479.8,17.4,292.3,1302.9,groundnut
7.2,440.1,11.5,303.8,1302.9,groundnut
6.8,511.6,17.1,360.5,1302.9,groundnut
6.9,430.8,17.7,280.8,1302.9,groundnut
6.6,438.4,12.7,281.5,1302.9,groundnut
6.4,497.1,8.5,361.7,1302.9,groundnut
6.7,465.1,13.8,298.8,1302.9,groundnut
6.7,491.1,9.7,316.4,1302.9,groundnut
6.4,453.4,15.1,252.6,1302.9,groundnut
6.9,511.5,17.0,294.7,1302.9,groundnut
6.4,472.5,10.2,359.1,1302.9,groundnut
6.7,505.1,9.6,266.1,1302.9,groundnut
6.7,436.7,10.7,271.2,1302.9,groundnut
6.9,451.2,17.6,333.5,1302.9,groundnut
6.8,478.2,14.2,342.2,1302.9,groundnut
6.4,524.6,9.2,349.6,1302.9,groundnut
6.9,469.4,12.3,339.8,1302.9,groundnut
6.3,440.6,8.8,271.6,1302.9,groundnut
7.2,477.7,11.4,365.2,1302.9,groundnut
6.5,470.6,8.6,281.0,1302.9,groundnut
6.9,475.2,11.2,341.5,1302.9,groundnut
6.4,501.5,13.4,341.8,1302.9,groundnut
6.5,438.3,9.4,346.1,1302.9,groundnut
6.9,469.6,16.9,288.5,1302.9,groundnut
6.4,432.5,12.5,359.8,1302.9,groundnut
6.4,436.1,14.4,374.1,1302.9,groundnut
6.7,486.0,17.3,363.6,1302.9,groundnut
7.1,514.9,12.9,268.6,1302.9,groundnut
6.8,511.8,9.5,299.0,1302.9,groundnut
7.1,497.4,9.9,344.4,1302.9,groundnut
6.4,464.0,8.4,307.0,1302.9,groundnut
7.1,499.5,12.6,323.8,1302.9,groundnut
6.3,437.1,17.5,271.5,1302.9,groundnut
7.1,493.1,9.1,262.2,1302.9,groundnut
6.6,451.2,12.2,279.6,1302.9,groundnut
6.5,450.9,12.1,359.3,1302.9,groundnut
6.8,463.5,10.1,276.5,1302.9,groundnut
7.1,496.5,11.8,355.1,1302.9,groundnut
7.2,463.5,11.2,292.8,1302.9,groundnut
6.8,507.5,13.6,337.8,1302.9,groundnut
7.1,471.9,14.5,278.9,1302.9,groundnut
6.6,523.6,13.8,367.9,1302.9,groundnut
6.9,499.6,11.7,271.4,1302.9,groundnut
6.8,473.6,10.3,258.4,1302.9,groundnut
6.3,482.7,16.2,336.5,1302.9,groundnut
6.9,455.1,14.5,357.6,1302.9,groundnut
7.1,474.6,14.0,261.9,1302.9,groundnut
6.9,520.8,12.6,344.3,1302.9,groundnut
7.1,443.2,16.9,251.8,1302.9,groundnut
6.4,459.8,12.5,308.6,1302.9,groundnut
6.5,484.1,12.9,304.0,1302.9,groundnut
6.4,475.6,15.4,356.9,1302.9,groundnut
7.2,439.3,9.0,311.9,1302.9,groundnut
6.7,447.7,9.0,330.7,1302.9,groundnut
6.8,511.5,8.8,301.4,1302.9,groundnut
6.7,472.1,10.5,354.6,1302.9,groundnut
7.0,508.0,16.4,265.4,1302.9,groundnut
6.9,522.5,14.6,334.3,1302.9,groundnut
6.6,517.7,13.3,262.5,1302.9,groundnut
6.5,480.8,14.6,284.6,1302.9,groundnut
6.8,522.7,12.7,273.2,1302.9,groundnut
6.8,446.8,13.4,331.6,1302.9,groundnut
6.9,435.6,12.6,286.3,1302.9,groundnut
6.3,517.3,13.4,286.5,1302.9,groundnut
6.8,470.8,12.2,370.8,1302.9,groundnut
7.0,469.8,15.8,262.9,1302.9,groundnut
6.4,524.4,13.5,265.5,1302.9,groundnut
6.9,509.7,17.3,315.6,1302.9,groundnut
6.4,443.5,17.1,356.6,1302.9,groundnut
6.6,514.4,14.4,350.7,1302.9,groundnut
6.9,513.9,11.3,268.9,1302.9,groundnut
6.5,522.3,15.4,356.6,1302.9,groundnut
6.9,505.9,13.3,272.9,1302.9,groundnut
7.0,492.9,13.9,252.8,1302.9,groundnut
6.4,487.2,9.3,259.1,1302.9,groundnut
7.1,499.0,12.1,354.0,1302.9,groundnut
7.1,515.4,16.2,375.7,1302.9,groundnut
6.5,507.9,9.5,345.3,1302.9,groundnut
6.7,452.9,15.4,251.6,1302.9,groundnut
6.8,497.7,11.1,354.2,1302.9,groundnut
6.6,476.4,14.9,306.8,1302.9,groundnut
6.9,514.6,12.3,302.7,1302.9,groundnut
6.3,523.5,16.8,360.0,1302.9,groundnut
6.7,468.2,12.4,305.0,1302.9,groundnut
6.9,444.9,12.2,350.2,1302.9,groundnut
6.8,478.1,13.2,340.9,1302.9,groundnut
6.6,483.3,15.2,369.6,1302.9,groundnut
6.7,432.8,13.7,305.8,1302.9,groundnut
6.5,464.1,9.9,266.7,1302.9,groundnut
6.3,453.1,11.4,340.0,1302.9,groundnut
6.7,447.7,10.2,367.6,1302.9,groundnut
7.0,516.6,12.9,302.7,1302.9,groundnut
6.3,444.9,8.8,350.9,1302.9,groundnut
6.5,516.4,9.4,360.8,1302.9,groundnut
7.1,488.9,14.2,329.4,1302.9,groundnut
6.4,524.6,13.8,369.2,1302.9,groundnut
6.7,468.5,9.9,318.0,1302.9,groundnut
6.8,478.0,13.3,254.2,1302.9,groundnut
6.6,496.3,16.9,363.3,1302.9,groundnut
6.6,500.8,14.9,315.4,1302.9,groundnut
6.3,437.9,9.6,300.2,1302.9,groundnut
7.1,496.1,17.5,316.1,1302.9,groundnut
6.7,518.4,16.8,357.0,1302.9,groundnut
6.9,497.6,8.5,330.8,1302.9,groundnut
6.5,499.1,16.4,313.9,1302.9,groundnut
6.9,436.8,14.1,278.0,1302.9,groundnut
6.7,508.6,16.6,365.7,1302.9,groundnut
6.9,485.6,12.8,356.9,1302.9,groundnut
6.7,447.9,14.2,318.3,1302.9,groundnut
7.2,447.9,12.0,310.4,1302.9,groundnut
6.5,490.8,14.0,354.6,1302.9,groundnut
7.2,508.1,17.6,327.5,1302.9,groundnut
6.6,440.9,15.9,355.7,1302.9,groundnut
6.5,469.7,11.1,366.8,1302.9,groundnut
6.3,495.8,13.6,328.0,1302.9,groundnut
6.7,443.6,13.5,368.2,1302.9,groundnut
6.6,518.6,15.5,287.0,1302.9,groundnut
7.1,446.4,16.9,253.8,1302.9,groundnut
7.1,504.1,15.6,338.2,1302.9,groundnut
6.8,498.1,17.1,253.0,1302.9,groundnut
6.4,442.1,11.6,374.5,1302.9,groundnut
6.5,472.4,8.4,356.1,1302.9,groundnut
6.6,510.9,15.9,271.0,1302.9,groundnut
6.7,514.2,11.5,299.8,1302.9,groundnut
6.9,498.0,16.5,261.9,1302.9,groundnut
6.9,484.7,10.4,346.2,1302.9,groundnut
6.6,495.2,10.3,350.7,1302.9,groundnut
6.7,501.6,9.8,280.4,1302.9,groundnut
6.6,520.2,12.3,299.8,1302.9,groundnut
6.8,495.1,11.4,367.4,1302.9,groundnut
6.8,502.2,8.9,354.0,1302.9,groundnut
6.8,477.2,11.1,320.5,1302.9,groundnut
6.9,446.4,12.4,371.1,1302.9,groundnut
6.6,440.0,15.5,336.7,1302.9,groundnut
6.8,514.9,9.6,304.1,1302.9,groundnut
7.0,446.7,8.4,351.0,1302.9,groundnut
6.3,521.9,11.1,310.3,1302.9,groundnut
6.9,463.1,14.6,310.6,1302.9,groundnut
6.5,475.2,16.1,282.7,1302.9,groundnut
6.6,493.4,13.6,355.3,1302.9,groundnut
6.8,441.0,16.1,296.2,1302.9,groundnut
7.0,476.4,12.2,337.1,1302.9,groundnut
6.7,466.4,15.2,276.6,1302.9,groundnut
6.8,447.5,15.0,322.6,1302.9,groundnut
6.4,435.2,12.1,298.1,1302.9,groundnut
6.7,484.5,14.0,322.1,1302.9,groundnut
6.4,449.7,9.1,353.9,1302.9,groundnut
6.8,513.7,9.9,307.7,1302.9,groundnut
6.4,489.4,16.2,260.3,1302.9,groundnut
7.0,503.5,9.0,333.3,1302.9,groundnut
6.4,488.1,15.0,275.5,1302.9,groundnut
6.8,479.6,9.6,279.0,1302.9,groundnut
6.9,431.8,13.8,358.9,1302.9,groundnut
7.0,480.1,14.0,311.7,1302.9,groundnut
6.6,430.7,17.3,371.6,1302.9,groundnut
7.2,458.6,11.4,329.1,1302.9,groundnut
6.5,482.3,15.4,301.6,1302.9,groundnut
6.7,460.3,16.1,356.4,1302.9,groundnut
6.8,506.0,12.6,278.3,1302.9,groundnut
6.9,517.2,17.6,354.2,1302.9,groundnut
6.4,505.5,14.1,363.3,1302.9,groundnut
7.0,432.3,12.1,287.0,1302.9,groundnut
6.3,474.8,8.7,329.6,1302.9,groundnut
7.0,435.5,11.3,300.3,1302.9,groundnut
6.6,511.3,14.0,365.9,1302.9,groundnut
6.4,516.1,17.1,357.2,1302.9,groundnut
6.5,490.7,13.1,327.3,1302.9,groundnut
6.6,516.3,13.8,268.0,1302.9,groundnut
6.9,491.8,9.7,271.8,1302.9,groundnut
6.6,452.4,10.4,304.3,1302.9,groundnut
6.4,457.8,14.6,304.5,1302.9,groundnut
6.7,445.9,9.2,339.8,1302.9,groundnut
6.7,505.1,8.6,319.6,1302.9,groundnut
6.8,432.6,9.2,352.7,1302.9,groundnut
6.4,518.6,9.3,267.7,1302.9,groundnut
6.3,470.2,10.4,270.5,1302.9,groundnut
6.4,459.1,14.4,262.0,1302.9,groundnut
7.0,484.0,11.1,273.8,1302.9,groundnut
6.4,518.7,14.0,262.0,1302.9,groundnut
6.7,442.9,14.9,361.2,1302.9,groundnut
6.7,431.5,17.0,271.5,1302.9,groundnut
6.8,464.9,9.5,336.3,1302.9,groundnut
7.1,507.3,11.0,264.4,1302.9,groundnut
6.3,494.4,14.5,291.2,1302.9,groundnut
6.6,501.4,13.1,347.8,1302.9,groundnut
7.0,467.6,8.9,305.1,1302.9,groundnut
6.6,512.5,17.2,334.2,1302.9,groundnut
6.7,483.3,14.9,298.6,1302.9,groundnut
6.4,430.8,13.9,334.6,1302.9,groundnut
6.9,461.9,12.4,374.9,1302.9,groundnut
7.1,490.2,14.1,373.4,1302.9,groundnut
6.3,450.6,10.3,346.2,1302.9,groundnut
7.0,465.0,8.4,306.9,1302.9,groundnut
7.1,472.8,8.6,359.6,1302.9,groundnut
7.1,497.8,17.0,374.2,1302.9,groundnut
6.5,467.0,11.0,329.5,1302.9,groundnut
6.7,463.1,11.8,288.6,1302.9,groundnut
6.5,484.8,8.3,300.4,1302.9,groundnut
6.3,435.5,16.8,290.4,1302.9,groundnut
6.7,453.4,16.1,271.0,1302.9,groundnut
6.8,502.3,10.9,297.9,1302.9,groundnut
6.6,501.5,11.5,309.6,1302.9,groundnut
6.6,484.7,16.9,300.5,1302.9,groundnut
7.1,475.8,13.9,258.9,1302.9,groundnut
6.3,510.5,13.0,282.4,1302.9,groundnut
6.8,444.5,8.8,278.5,1302.9,groundnut
7.2,473.5,8.4,257.7,1302.9,groundnut
6.4,503.4,8.6,258.4,1302.9,groundnut
6.9,444.6,10.4,321.3,1302.9,groundnut
6.8,475.9,15.2,374.3,1302.9,groundnut
6.5,496.2,16.1,288.8,1302.9,groundnut
6.6,445.0,11.1,256.4,1302.9,groundnut
6.6,435.1,15.0,268.7,1302.9,groundnut
6.6,488.8,15.5,368.9,1302.9,groundnut
7.1,497.9,16.3,335.5,1302.9,groundnut
7.1,464.3,11.0,268.3,1302.9,groundnut
6.4,436.5,17.1,351.5,1302.9,groundnut
6.6,477.9,12.4,303.1,1302.9,groundnut
7.1,492.6,10.5,371.9,1302.9,groundnut
6.9,463.9,15.9,329.5,1302.9,groundnut
6.4,451.6,14.7,279.3,1302.9,groundnut
6.9,478.5,17.2,257.0,1302.9,groundnut
6.8,442.0,14.5,332.2,1302.9,groundnut
6.4,452.3,12.0,357.1,1302.9,groundnut
6.9,484.4,9.1,325.6,1302.9,groundnut
7.0,473.4,8.9,252.5,1302.9,groundnut
6.4,466.4,17.3,302.4,1302.9,groundnut
6.5,510.1,9.3,308.9,1302.9,groundnut
6.5,475.0,13.0,263.1,1302.9,groundnut
7.1,504.4,14.3,306.9,1302.9,groundnut
7.2,519.2,15.6,291.6,1302.9,groundnut
6.4,525.1,8.4,360.3,1302.9,groundnut
6.8,432.0,9.7,333.2,1302.9,groundnut
6.5,474.9,10.5,258.6,1302.9,groundnut
7.0,469.4,10.3,325.1,1302.9,groundnut
7.0,454.9,16.1,306.3,1302.9,groundnut
6.5,437.2,17.6,337.2,1302.9,groundnut
6.5,495.6,12.1,262.1,1302.9,groundnut
6.3,433.8,17.5,291.6,1302.9,groundnut
6.4,518.0,11.9,278.8,1302.9,groundnut
6.7,507.8,11.8,253.2,1302.9,groundnut
6.7,456.4,16.2,270.1,1302.9,groundnut
6.8,487.2,11.2,257.4,1302.9,groundnut
7.1,476.2,14.9,287.7,1302.9,groundnut
6.8,432.5,10.8,251.2,1302.9,groundnut
7.2,464.4,8.7,305.1,1302.9,groundnut
6.4,458.9,8.8,332.3,1302.9,groundnut
6.8,517.9,9.4,276.9,1302.9,groundnut
6.9,434.0,10.3,270.7,1302.9,groundnut
7.0,452.9,14.6,279.8,1302.9,groundnut
6.4,455.1,11.9,317.0,1302.9,groundnut
6.7,452.5,14.1,253.4,1302.9,groundnut
7.0,516.6,13.2,285.1,1302.9,groundnut
7.1,434.5,9.7,277.7,1302.9,groundnut
6.8,447.2,12.2,350.4,1302.9,groundnut
6.6,470.6,12.4,275.4,1302.9,groundnut
6.4,487.1,10.8,364.7,1302.9,groundnut
7.0,495.0,14.6,291.5,1302.9,groundnut
7.0,513.4,12.0,301.7,1302.9,groundnut
6.6,487.0,14.1,348.1,1302.9,groundnut
6.5,453.6,10.6,346.3,1302.9,groundnut
6.9,506.2,14.9,281.1,1302.9,groundnut
6.9,497.7,8.6,312.0,1302.9,groundnut
6.9,510.3,10.0,349.3,1302.9,groundnut
6.8,431.7,9.0,321.1,1302.9,groundnut
6.6,455.0,16.3,349.8,1302.9,groundnut
7.1,495.4,14.8,267.9,1302.9,groundnut
6.4,520.3,12.8,275.5,1302.9,groundnut
6.4,445.3,13.9,314.5,1302.9,groundnut
6.8,497.8,14.4,340.4,1302.9,groundnut
7.0,511.9,17.2,294.8,1302.9,groundnut
7.1,481.7,15.6,346.6,1302.9,groundnut
6.9,455.9,16.7,344.0,1302.9,groundnut
7.0,506.1,9.0,291.1,1302.9,groundnut
6.8,441.3,10.5,272.8,1302.9,groundnut
6.5,473.7,15.4,340.3,1302.9,groundnut
6.9,440.6,14.1,293.7,1302.9,groundnut
6.6,516.5,12.6,258.7,1302.9,groundnut
6.7,460.7,13.2,302.9,1302.9,groundnut
6.9,469.2,13.6,288.0,1302.9,groundnut
6.4,511.0,10.5,297.7,1302.9,groundnut
6.9,451.3,13.6,365.3,1302.9,groundnut
7.1,481.5,10.8,293.3,1302.9,groundnut
6.4,505.2,14.2,266.2,1302.9,groundnut
7.1,470.4,14.2,365.7,1302.9,groundnut
6.8,484.2,14.8,269.5,1302.9,groundnut
7.0,516.8,15.6,310.6,1302.9,groundnut
6.6,479.8,15.7,260.7,1302.9,groundnut
6.5,449.7,10.6,287.3,1302.9,groundnut
6.7,481.1,17.0,327.9,1302.9,groundnut
6.6,492.0,14.2,342.9,1302.9,groundnut
7.2,447.3,10.8,290.9,1302.9,groundnut
6.9,439.3,10.7,332.9,1302.9,groundnut
7.0,495.0,15.7,263.0,1302.9,groundnut
6.8,520.7,13.1,300.8,1302.9,groundnut
6.3,519.9,10.8,271.2,1302.9,groundnut
6.6,486.7,16.5,363.0,1302.9,groundnut
6.7,518.5,15.2,338.1,1302.9,groundnut
7.0,505.5,11.2,261.0,1302.9,groundnut
6.5,477.8,11.3,309.5,1302.9,groundnut
6.8,521.2,14.9,258.6,1302.9,groundnut
6.9,450.2,14.1,355.6,1302.9,groundnut
6.5,496.7,10.1,258.2,1302.9,groundnut
6.7,481.6,14.2,302.1,1302.9,groundnut
6.4,482.0,9.7,256.7,1302.9,groundnut
6.3,444.2,17.3,288.4,1302.9,groundnut
6.4,500.1,15.1,255.8,1302.9,groundnut
7.0,460.9,15.8,272.1,1302.9,groundnut
6.5,438.5,8.6,334.1,1302.9,groundnut
6.5,506.6,17.5,317.0,1302.9,groundnut
6.6,513.0,12.1,258.1,1302.9,groundnut
7.1,435.3,14.6,289.2,1302.9,groundnut
6.6,449.0,16.2,323.4,1302.9,groundnut
6.4,478.1,12.1,294.7,1302.9,groundnut
7.0,475.5,13.2,309.5,1302.9,groundnut
7.1,525.6,17.6,295.7,1302.9,groundnut
6.9,456.5,16.7,293.2,1302.9,groundnut
7.1,446.3,14.0,311.0,1302.9,groundnut
7.1,522.7,13.9,279.1,1302.9,groundnut
6.6,469.6,15.7,321.0,1302.9,groundnut
6.8,469.5,15.3,364.0,1302.9,groundnut
6.7,439.3,9.0,324.7,1302.9,groundnut
7.0,520.7,10.6,257.6,1302.9,groundnut
6.5,439.1,16.9,301.2,1302.9,groundnut
6.8,439.7,15.5,310.3,1302.9,groundnut
6.9,478.6,15.3,352.9,1302.9,groundnut
6.9,460.4,14.8,312.5,1302.9,groundnut
6.8,521.5,17.5,369.3,1302.9,groundnut
6.6,451.0,9.9,259.4,1302.9,groundnut
6.7,450.1,12.8,360.5,1302.9,groundnut
6.8,487.6,13.5,371.4,1302.9,groundnut
7.0,516.9,17.5,326.4,1302.9,groundnut
6.6,464.9,9.4,369.1,1302.9,groundnut
6.8,507.9,15.8,351.2,1302.9,groundnut
6.4,451.2,17.0,318.6,1302.9,groundnut
6.5,451.5,12.7,340.1,1302.9,groundnut
